1	1020078	1031078	1025578.0
1	1872839	1881839	1877339.0
1	2031839	2035839	2033839.0
1	2141839	2147839	2144839.0
1	2214839	2221839	2218339.0
1	2299839	2303839	2301839.0
1	2322839	2326839	2324839.0
1	2338839	2357839	2348339.0
1	2362839	2369839	2366339.0
1	2403839	2408839	2406339.0
1	2747844	2756844	2752344.0
1	2798844	2806844	2802844.0
1	2877844	2880844	2879344.0
1	2894844	2898844	2896844.0
1	3004844	3019844	3012344.0
1	3054844	3072844	3063844.0
1	3108844	3112844	3110844.0
1	3112844	3118844	3115844.0
1	3148844	3151844	3150344.0
1	3163844	3168844	3166344.0
1	3263844	3276844	3270344.0
1	3328844	3356844	3342844.0
1	3403844	3412844	3408344.0
1	3486844	3494844	3490844.0
1	3509844	3513844	3511844.0
1	3571844	3578844	3575344.0
1	3578844	3584844	3581844.0
1	3600844	3607844	3604344.0
1	3678844	3682844	3680844.0
1	3780844	3787844	3784344.0
1	4008628	4012628	4010628.0
1	4085628	4089628	4087628.0
1	4104628	4111628	4108128.0
1	4152628	4156628	4154628.0
1	4175628	4187628	4181628.0
1	4230628	4236628	4233628.0
1	4282628	4287628	4285128.0
1	4294628	4300628	4297628.0
1	4365628	4369628	4367628.0
1	4378628	4381628	4380128.0
1	4493628	4496628	4495128.0
1	4512628	4517628	4515128.0
1	4539628	4544628	4542128.0
1	4630628	4634628	4632628.0
1	4639628	4643628	4641628.0
1	4672628	4676628	4674628.0
1	4730628	4736628	4733628.0
1	4748628	4753628	4751128.0
1	4788628	4799628	4794128.0
1	4813628	4817628	4815628.0
1	4852628	4855628	4854128.0
1	4896628	4901628	4899128.0
1	4931628	4934628	4933128.0
1	4999628	5002628	5001128.0
1	5017628	5021628	5019628.0
1	5035628	5039628	5037628.0
1	5088628	5092628	5090628.0
1	5129628	5138628	5134128.0
1	5140628	5145628	5143128.0
1	5163628	5168628	5166128.0
1	5178628	5182628	5180628.0
1	5191628	5194628	5193128.0
1	5309628	5312628	5311128.0
1	5315628	5319628	5317628.0
1	5345628	5349628	5347628.0
1	5355628	5359628	5357628.0
1	5402628	5408628	5405628.0
1	5471735	5475735	5473735.0
1	5535735	5542735	5539235.0
1	5571735	5575735	5573735.0
1	5629735	5634735	5632235.0
1	5637735	5640735	5639235.0
1	5660735	5665735	5663235.0
1	5675735	5680735	5678235.0
1	5688735	5691735	5690235.0
1	5706735	5709735	5708235.0
1	5725735	5732735	5729235.0
1	5748735	5751735	5750235.0
1	5779735	5789735	5784735.0
1	5800735	5806735	5803735.0
1	5808735	5812735	5810735.0
1	5899735	5903735	5901735.0
1	5912735	5916735	5914735.0
1	6058735	6064735	6061735.0
1	6101735	6105735	6103735.0
1	6136735	6145735	6141235.0
1	6216735	6222735	6219735.0
1	6261735	6275735	6268735.0
1	6328735	6337735	6333235.0
1	6560735	6564735	6562735.0
1	6637735	6644735	6641235.0
1	6786735	6798735	6792735.0
1	7013735	7016735	7015235.0
1	7034735	7041735	7038235.0
1	7127735	7131735	7129735.0
1	7168735	7174735	7171735.0
1	7245735	7250735	7248235.0
1	7323735	7326735	7325235.0
1	7362735	7366735	7364735.0
1	7486735	7491735	7489235.0
1	7507735	7513735	7510735.0
1	7533735	7537735	7535735.0
1	7566735	7570735	7568735.0
1	7602735	7611735	7607235.0
1	7615735	7618735	7617235.0
1	7642735	7646735	7644735.0
1	7707735	7711735	7709735.0
1	7817735	7823735	7820735.0
1	7908735	7913735	7911235.0
1	7951735	7956735	7954235.0
1	7967735	7971735	7969735.0
1	8196735	8206735	8201735.0
1	8211735	8217735	8214735.0
1	8271735	8275735	8273735.0
1	8303735	8308735	8306235.0
1	8347735	8352735	8350235.0
1	8364735	8372735	8368735.0
1	8983735	8990735	8987235.0
1	9000735	9005735	9003235.0
1	9012735	9017735	9015235.0
1	9066735	9070735	9068735.0
1	9129735	9144735	9137235.0
1	9157735	9162735	9160235.0
1	9218735	9234735	9226735.0
1	9244735	9249735	9247235.0
1	9285735	9292735	9289235.0
1	9319735	9328735	9324235.0
1	9362735	9368735	9365735.0
1	9396735	9415735	9406235.0
1	9424735	9433735	9429235.0
1	9459735	9479735	9469735.0
1	9509735	9512735	9511235.0
1	9687735	9692735	9690235.0
1	9749735	9768735	9759235.0
1	9892735	9899735	9896235.0
1	9973735	9978735	9976235.0
1	10231735	10237735	10234735.0
1	10478735	10485735	10482235.0
1	10562735	10567735	10565235.0
1	10641735	10644735	10643235.0
1	10650735	10655735	10653235.0
1	10756735	10768735	10762735.0
1	10801735	10815735	10808735.0
1	10854735	10879735	10867235.0
1	10925735	10936735	10931235.0
1	10961735	10969735	10965735.0
1	10991735	10996735	10994235.0
1	11023735	11033735	11028735.0
1	11052735	11056735	11054735.0
1	11106735	11112735	11109735.0
1	11325735	11328735	11327235.0
1	11382735	11390735	11386735.0
1	11488735	11494735	11491735.0
1	11506735	11510735	11508735.0
1	11587735	11590735	11589235.0
1	11640735	11660735	11650735.0
1	11702735	11714735	11708735.0
1	11774735	11780735	11777735.0
1	11814735	11824735	11819735.0
1	11931735	11934735	11933235.0
1	11985735	11991735	11988735.0
1	12017735	12024735	12021235.0
1	12104735	12116735	12110735.0
1	12129735	12136735	12133235.0
1	12147735	12158735	12153235.0
1	12174735	12181735	12178235.0
1	12193735	12202735	12198235.0
1	12262735	12269735	12266235.0
1	12275735	12280735	12278235.0
1	12599735	12604735	12602235.0
1	12645735	12653735	12649735.0
1	12685735	12690735	12688235.0
1	12767735	12771735	12769735.0
1	12777735	12780735	12779235.0
1	12827735	12835735	12831735.0
1	12865735	12899735	12882735.0
1	13806695	13814695	13810695.0
1	13840695	13844695	13842695.0
1	13885695	13907695	13896695.0
1	13921695	13934695	13928195.0
1	13946695	13951695	13949195.0
1	14127695	14131695	14129695.0
1	14169695	14172695	14171195.0
1	14200695	14208695	14204695.0
1	14225695	14229695	14227695.0
1	14231695	14235695	14233695.0
1	14239695	14243695	14241695.0
1	14279695	14282695	14281195.0
1	14351695	14357695	14354695.0
1	14389695	14394695	14392195.0
1	14439695	14445695	14442695.0
1	14466695	14469695	14468195.0
1	14505695	14509695	14507695.0
1	14587695	14592695	14590195.0
1	14624695	14629695	14627195.0
1	14718695	14722695	14720695.0
1	14791695	14795695	14793695.0
1	14847695	14851695	14849695.0
1	14875695	14884695	14880195.0
1	14889695	14894695	14892195.0
1	14958695	14962695	14960695.0
1	14993695	14998695	14996195.0
1	15056695	15060695	15058695.0
1	15090695	15101695	15096195.0
1	15151695	15156695	15154195.0
1	15180695	15184695	15182695.0
1	15211695	15217695	15214695.0
1	15258695	15266695	15262695.0
1	15271695	15275695	15273695.0
1	15309695	15313695	15311695.0
1	15320695	15326695	15323695.0
1	15335695	15340695	15338195.0
1	15370695	15374695	15372695.0
1	15423695	15427695	15425695.0
1	15555695	15559695	15557695.0
1	15568695	15573695	15571195.0
1	15616695	15622695	15619695.0
1	15660695	15675695	15668195.0
1	15684695	15688695	15686695.0
1	15743695	15750695	15747195.0
1	15778695	15783695	15781195.0
1	15788695	15799695	15794195.0
1	16049695	16055695	16052695.0
1	16074695	16087695	16081195.0
1	16123695	16127695	16125695.0
1	16378695	16381695	16380195.0
1	16512695	16516695	16514695.0
1	16731695	16737695	16734695.0
