1	1020078	1031078	1025578	1872839
1	1872839	1881839	1877339	2031839
1	2031839	2035839	2033839	2141839
1	2141839	2147839	2144839	2214839
1	2214839	2221839	2218339	2299839
1	2299839	2303839	2301839	2322839
1	2322839	2326839	2324839	2338839
1	2338839	2357839	2348339	2362839
1	2362839	2369839	2366339	2403839
1	2403839	2408839	2406339	2747844
1	2747844	2756844	2752344	2798844
1	2798844	2806844	2802844	2877844
1	2877844	2880844	2879344	2894844
1	2894844	2898844	2896844	3004844
1	3004844	3019844	3012344	3054844
1	3054844	3072844	3063844	3108844
1	3108844	3112844	3110844	3112844
1	3112844	3118844	3115844	3148844
1	3148844	3151844	3150344	3163844
1	3163844	3168844	3166344	3263844
1	3263844	3276844	3270344	3328844
1	3328844	3356844	3342844	3403844
1	3403844	3412844	3408344	3486844
1	3486844	3494844	3490844	3509844
1	3509844	3513844	3511844	3571844
1	3571844	3578844	3575344	3578844
1	3578844	3584844	3581844	3600844
1	3600844	3607844	3604344	3678844
1	3678844	3682844	3680844	3780844
1	3780844	3787844	3784344	4008628
1	4008628	4012628	4010628	4085628
1	4085628	4089628	4087628	4104628
1	4104628	4111628	4108128	4152628
1	4152628	4156628	4154628	4175628
1	4175628	4187628	4181628	4230628
1	4230628	4236628	4233628	4282628
1	4282628	4287628	4285128	4294628
1	4294628	4300628	4297628	4365628
1	4365628	4369628	4367628	4378628
1	4378628	4381628	4380128	4493628
1	4493628	4496628	4495128	4512628
1	4512628	4517628	4515128	4539628
1	4539628	4544628	4542128	4630628
1	4630628	4634628	4632628	4639628
1	4639628	4643628	4641628	4672628
1	4672628	4676628	4674628	4730628
1	4730628	4736628	4733628	4748628
1	4748628	4753628	4751128	4788628
1	4788628	4799628	4794128	4813628
1	4813628	4817628	4815628	4852628
1	4852628	4855628	4854128	4896628
1	4896628	4901628	4899128	4931628
1	4931628	4934628	4933128	4999628
1	4999628	5002628	5001128	5017628
1	5017628	5021628	5019628	5035628
1	5035628	5039628	5037628	5088628
1	5088628	5092628	5090628	5129628
1	5129628	5138628	5134128	5140628
1	5140628	5145628	5143128	5163628
1	5163628	5168628	5166128	5178628
1	5178628	5182628	5180628	5191628
1	5191628	5194628	5193128	5309628
1	5309628	5312628	5311128	5315628
1	5315628	5319628	5317628	5345628
1	5345628	5349628	5347628	5355628
1	5355628	5359628	5357628	5402628
1	5402628	5408628	5405628	5471735
1	5471735	5475735	5473735	5535735
1	5535735	5542735	5539235	5571735
1	5571735	5575735	5573735	5629735
1	5629735	5634735	5632235	5637735
1	5637735	5640735	5639235	5660735
1	5660735	5665735	5663235	5675735
1	5675735	5680735	5678235	5688735
1	5688735	5691735	5690235	5706735
1	5706735	5709735	5708235	5725735
1	5725735	5732735	5729235	5748735
1	5748735	5751735	5750235	5779735
1	5779735	5789735	5784735	5800735
1	5800735	5806735	5803735	5808735
1	5808735	5812735	5810735	5899735
1	5899735	5903735	5901735	5912735
1	5912735	5916735	5914735	6058735
1	6058735	6064735	6061735	6101735
1	6101735	6105735	6103735	6136735
1	6136735	6145735	6141235	6216735
1	6216735	6222735	6219735	6261735
1	6261735	6275735	6268735	6328735
1	6328735	6337735	6333235	6560735
1	6560735	6564735	6562735	6637735
1	6637735	6644735	6641235	6786735
1	6786735	6798735	6792735	7013735
1	7013735	7016735	7015235	7034735
1	7034735	7041735	7038235	7127735
1	7127735	7131735	7129735	7168735
1	7168735	7174735	7171735	7245735
1	7245735	7250735	7248235	7323735
1	7323735	7326735	7325235	7362735
1	7362735	7366735	7364735	7486735
1	7486735	7491735	7489235	7507735
1	7507735	7513735	7510735	7533735
1	7533735	7537735	7535735	7566735
1	7566735	7570735	7568735	7602735
1	7602735	7611735	7607235	7615735
1	7615735	7618735	7617235	7642735
1	7642735	7646735	7644735	7707735
1	7707735	7711735	7709735	7817735
1	7817735	7823735	7820735	7908735
1	7908735	7913735	7911235	7951735
1	7951735	7956735	7954235	7967735
1	7967735	7971735	7969735	8196735
1	8196735	8206735	8201735	8211735
1	8211735	8217735	8214735	8271735
1	8271735	8275735	8273735	8303735
1	8303735	8308735	8306235	8347735
1	8347735	8352735	8350235	8364735
1	8364735	8372735	8368735	8983735
1	8983735	8990735	8987235	9000735
1	9000735	9005735	9003235	9012735
1	9012735	9017735	9015235	9066735
1	9066735	9070735	9068735	9129735
1	9129735	9144735	9137235	9157735
1	9157735	9162735	9160235	9218735
1	9218735	9234735	9226735	9244735
1	9244735	9249735	9247235	9285735
1	9285735	9292735	9289235	9319735
1	9319735	9328735	9324235	9362735
1	9362735	9368735	9365735	9396735
1	9396735	9415735	9406235	9424735
1	9424735	9433735	9429235	9459735
1	9459735	9479735	9469735	9509735
1	9509735	9512735	9511235	9687735
1	9687735	9692735	9690235	9749735
1	9749735	9768735	9759235	9892735
1	9892735	9899735	9896235	9973735
1	9973735	9978735	9976235	10231735
1	10231735	10237735	10234735	10478735
1	10478735	10485735	10482235	10562735
1	10562735	10567735	10565235	10641735
1	10641735	10644735	10643235	10650735
1	10650735	10655735	10653235	10756735
1	10756735	10768735	10762735	10801735
1	10801735	10815735	10808735	10854735
1	10854735	10879735	10867235	10925735
1	10925735	10936735	10931235	10961735
1	10961735	10969735	10965735	10991735
1	10991735	10996735	10994235	11023735
1	11023735	11033735	11028735	11052735
1	11052735	11056735	11054735	11106735
1	11106735	11112735	11109735	11325735
1	11325735	11328735	11327235	11382735
1	11382735	11390735	11386735	11488735
1	11488735	11494735	11491735	11506735
1	11506735	11510735	11508735	11587735
1	11587735	11590735	11589235	11640735
1	11640735	11660735	11650735	11702735
1	11702735	11714735	11708735	11774735
1	11774735	11780735	11777735	11814735
1	11814735	11824735	11819735	11931735
1	11931735	11934735	11933235	11985735
1	11985735	11991735	11988735	12017735
1	12017735	12024735	12021235	12104735
1	12104735	12116735	12110735	12129735
1	12129735	12136735	12133235	12147735
1	12147735	12158735	12153235	12174735
1	12174735	12181735	12178235	12193735
1	12193735	12202735	12198235	12262735
1	12262735	12269735	12266235	12275735
1	12275735	12280735	12278235	12599735
1	12599735	12604735	12602235	12645735
1	12645735	12653735	12649735	12685735
1	12685735	12690735	12688235	12767735
1	12767735	12771735	12769735	12777735
1	12777735	12780735	12779235	12827735
1	12827735	12835735	12831735	12865735
1	12865735	12899735	12882735	13806695
1	13806695	13814695	13810695	13840695
1	13840695	13844695	13842695	13885695
1	13885695	13907695	13896695	13921695
1	13921695	13934695	13928195	13946695
1	13946695	13951695	13949195	14127695
1	14127695	14131695	14129695	14169695
1	14169695	14172695	14171195	14200695
1	14200695	14208695	14204695	14225695
1	14225695	14229695	14227695	14231695
1	14231695	14235695	14233695	14239695
1	14239695	14243695	14241695	14279695
1	14279695	14282695	14281195	14351695
1	14351695	14357695	14354695	14389695
1	14389695	14394695	14392195	14439695
1	14439695	14445695	14442695	14466695
1	14466695	14469695	14468195	14505695
1	14505695	14509695	14507695	14587695
1	14587695	14592695	14590195	14624695
1	14624695	14629695	14627195	14718695
1	14718695	14722695	14720695	14791695
1	14791695	14795695	14793695	14847695
1	14847695	14851695	14849695	14875695
1	14875695	14884695	14880195	14889695
1	14889695	14894695	14892195	14958695
1	14958695	14962695	14960695	14993695
1	14993695	14998695	14996195	15056695
1	15056695	15060695	15058695	15090695
1	15090695	15101695	15096195	15151695
1	15151695	15156695	15154195	15180695
1	15180695	15184695	15182695	15211695
1	15211695	15217695	15214695	15258695
1	15258695	15266695	15262695	15271695
1	15271695	15275695	15273695	15309695
1	15309695	15313695	15311695	15320695
1	15320695	15326695	15323695	15335695
1	15335695	15340695	15338195	15370695
1	15370695	15374695	15372695	15423695
1	15423695	15427695	15425695	15555695
1	15555695	15559695	15557695	15568695
1	15568695	15573695	15571195	15616695
1	15616695	15622695	15619695	15660695
1	15660695	15675695	15668195	15684695
1	15684695	15688695	15686695	15743695
1	15743695	15750695	15747195	15778695
1	15778695	15783695	15781195	15788695
1	15788695	15799695	15794195	16049695
1	16049695	16055695	16052695	16074695
1	16074695	16087695	16081195	16123695
1	16123695	16127695	16125695	16378695
1	16378695	16381695	16380195	16512695
1	16512695	16516695	16514695	16731695
1	16731695	16737695	16734695	16758695
1	16758695	16765695	16762195	16803695
1	16803695	16821695	16812695	17428695
1	17428695	17432695	17430695	17494695
1	17494695	17498695	17496695	17538695
1	17538695	17542695	17540695	17554695
1	17554695	17557695	17556195	17596695
1	17596695	17600695	17598695	17675695
1	17675695	17680695	17678195	17873695
1	17873695	17877695	17875695	17917695
1	17917695	17920695	17919195	18041695
1	18041695	18047695	18044695	18047695
